,0,1,2,3,4,5,6,7,8
2463,https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/adfpg.html,A great opportunity to buy spasious and lovely apartment in good,Tirgoņu 17,2,59,2/5,Renov.,"2,881 €","170,000  €"
2464,https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/ngglb.html,"Pārdod trīsistabu dzīvokli Vecrīgā. 
Dzīvoklis atrodas pirmskar",Skārņu 25,3,85,5/5,P. kara,"1,647 €","140,000  €"
2465,https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/bemnfi.html,"Светлая 3-комнатная квартира в самом сердце Старого города. 

",Kalēju 74,3,102,2/4,Jaun.,"2,451 €","250,000  €"
2466,https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/acdco.html,"Excellent Studio Apartment in Heart of Old Town Riga. 

+ Loca",Jēkaba 26/28,2,34,3/5,P. kara,"2,882 €","98,000  €"
2467,https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/agnnm.html,"Pārdod plašu četristabu dzīvokli jaunajā projektā Vecrīgā, Kungu",Kungu 25,4,88,3/6,Jaun.,"2,159 €","190,000  €"
2468,https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/afxdo.html,"Pārdod dzivokli pašā Vecrīgas sirdī, brīnišķīgā vietā. 

+Dzīv",Vaļņu 35,3,65,3/4,Specpr.,"2,462 €","160,000  €"
2469,https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/djgne.html,Šajā namā reiz dzīvoja Rīgas ģenerālgubernators (1812-1829) marķ,Grēcinieku 26,2,90,2/4,Renov.,"2,800 €","252,000  €"
2470,https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/ofdfc.html,"Pārdod gaišu un plašu dzīvokli Vecrīgā, kapitālā mājā, kas ir ce",Kaļķu 2,3,79,3/5,P. kara,"2,127 €","168,000  €"
2471,https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/adhgm.html,"Lat/rus
Īpašais piedāvājums pēdējam četristabu dzīvoklim jaunaj",Kungu 25,4,93,3/6,Jaun.,"1,991 €","185,200  €"
2472,https://www.ss.com/msg/lv/real-estate/flats/riga/vecriga/cidki.html,В Старой Риге продаётся доступная двухкомнатная квартира с полно,Kungu 25,2,68,3/6,Jaun.,"2,006 €","136,400  €"
2473,https://www.ss.com/msg/lv/real-estate/flats/riga/voleri/jhgox.html,Kompakts vienistabas dzīvoklis ar nelieliem komunāliem maksājumi,Daugavgrīvas š. 1B,1,28,1/3,Specpr.,625 €,"17,500  €"
2474,https://www.ss.com/msg/lv/real-estate/flats/riga/voleri/blihmg.html,Tiek pārdots gaišs un mājīgs 2-istabu dzīvoklis Rīga - Voleri (V,Daugavgrīvas š. 49,2,59,1/1,P. kara,458 €,"27,000  €"
2475,https://www.ss.com/msg/lv/real-estate/flats/riga/voleri/jgocj.html,Īpašnieks pārdod dzīvokli ar skati uz upi blakus Iļguciemam. Krā,Daugavgrīvas š. 1b,2,38,2/2,Specpr.,411 €,"15,600  €"
2476,https://www.ss.com/msg/lv/real-estate/flats/riga/zasulauks/dkjpk.html,Pārdod 2 istabu atsevišķu dzīvokļa īpašumu 4 dzīvokļu mājā ar ko,Ventspils 77,2,44,1/2,Specpr.,932 €,"41,000  €"
2477,https://www.ss.com/msg/lv/real-estate/flats/riga/zasulauks/bknic.html,"Tiek pārdots izcils plašs 2-istabu dzīvoklis jaunajā projektā
A",Kalnciema 106A,2,68,2/4,Jaun.,"1,544 €","105,000  €"
2478,https://www.ss.com/msg/lv/real-estate/flats/riga/zasulauks/eeifh.html,Pārdodas vienistabu dzīvoklis mūra mājā netālu no stacijas Zasul,Tapešu 2,1,31,1/2,Staļina,581 €,"18,000  €"
2479,https://www.ss.com/msg/lv/real-estate/flats/riga/zasulauks/chpoh.html,"Pardodu dzīvokli ideālā rajonā. Klusums ka laukos, labs skats pa",Tapešu 23,2,38,2/5,Specpr.,"1,079 €","41,000  €"
2480,https://www.ss.com/msg/lv/real-estate/flats/riga/zasulauks/dhobm.html,Īpašnieks pārdod Plašu 79kv. m 3 istabu dzīvokli ar plašu 45kv. ,Valentīna 16 k-2,3,79,1/4,P. kara,"1,861 €","147,000  €"
2481,https://www.ss.com/msg/lv/real-estate/flats/riga/zasulauks/afohn.html,Pārdodas 1-istabas dzīvoklis bez remonta. Apkure paredzēta elekt,M. Kuldīgas 4,1,22,2/2,P. kara,314 €,"6,900  €"
2482,https://www.ss.com/msg/lv/real-estate/flats/riga/zasulauks/fbiil.html,Īpašnieks pārdod mūra-koka mājā dzīvokli ar divam istabām 54m2 u,M. Kuldīgas 4,4,92,1/2,Specpr.,364 €,"33,500  €"
2483,https://www.ss.com/msg/lv/real-estate/flats/riga/zasulauks/bhhhj.html,Pārdod nelielu dzīvokli ķieģeļu mājā netālu no Zasulauksas staci,Bārtas 1,1,17,2/2,P. kara,694 €,"11,800  €"
2484,https://www.ss.com/msg/lv/real-estate/flats/riga/zasulauks/dnoik.html,"Ārdod dzīvokli Zasulaukā, skaistas koka ēkas pirmajā augstajā st",M. Kuldīgas 4,3,54,1/1,P. kara,626 €,"33,800  €"
2485,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/fdjfg.html,"Pārdod divistabu dzīvokli ar daļējām ērtībām, dzīvoklī ir auksta",Vienības g. 126,2,45,1/2,P. kara,287 €,"12,900  €"
2486,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/abjfb.html,"Хозяин продаёт тёплую, солнечную, не угловую квартиру в хорошем ",Ozolciema 30,1,43,9/9,M. ģim.,743 €,"31,950  €"
2487,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/eimlb.html,"Продаётся светлая тёплая квартира без отягощений, освобождена. Х",Ozolciema 32/2,3,62,5/9,602.,968 €,"60,000  €"
2488,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/hbmxe.html,"Pārdod saulainu vienistabas dzīvokli Dižozolu ielā, Ziepniekkaln",Valdeķu 52,1,32,5/9,602.,"1,031 €","33,000  €"
2489,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/ceghx.html,Продаётся тёплая светлая не угловая квартира. Две изолированные ,Ozolciema 12,3,76,5/10,119.,"1,171 €","89,000  €"
2490,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/gfcbd.html,"Pārdod plašu divistabu dzīvokli jaunbūvē “ Dienvidu pakavs 1”, V",Vienības g. 186a,2,86,5/5,Jaun.,"1,453 €","125,000  €"
2491,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/foxln.html,"Tiek pārdots gaišs, silts 2 istabu dzīvoklis (pārdod īpašnieks).",Ozolciema 56,2,50,4/9,602.,998 €,"49,900  €"
2492,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/ggoce.html,Īpašniece pārdot lieliskā stāvokli un atrašanās vietā dzīvokli. ,Bērzlapu 2,2,57,3/16,104.,"1,140 €","65,000  €"
2493,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/exbgb.html,"Sveicināti, 

Tiek pārdots gaišs un plašs 2 istabu dzīvoklis a",Ozolciema 42,2,50,1/9,602.,940 €,"47,000  €"
2494,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/bdlld.html,"Хозяйка продаёт 2ком. кв. с гаражом, газовое отопление, кооперат",Kaplavas 5,2,70,4/6,Jaun.,"1,429 €","100,000  €"
2495,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/bjpdd.html,"Palšs, saulains 3ist. dzīvoklis sastāv no halles, viesistaba, 2g",Valdeķu 53,3,75,2/10,119.,827 €,"62,000  €"
2496,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/dncfj.html,Владелец продает 2-комн. квартиру в Зиепниеккалнсе. Новый адрес:,Valdeķu 54,2,52,1/9,602.,865 €,"45,000  €"
2497,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/adiic.html,"Mājīgs un kluss dzīvoklis ar ļoti lielu lodžiju, Ziepniekkalnā. ",Ozolciema 34,1,44,3/9,M. ģim.,793 €,"34,900  €"
2498,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/dgpgh.html,"Pārdod Jaunā daudzdzīvokļu projektā Bišumuiža, kas atrodas Komēt",Komētas 20,4,141,4/4,Jaun.,"1,418 €","199,950  €"
2499,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/dpppi.html,Projekta Bišumuiža attīstītājs Eften Capital pārdod funkcionāla ,Komētas 22,2,65,2/4,Jaun.,"1,536 €","99,840  €"
2500,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/aahhd.html,Jauns 3 istabu dzīvoklis Bišumuižā par attīstītāja Eften Capital,Komētas 22,3,77,2/4,Jaun.,"1,656 €","127,500  €"
2501,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/ajlml.html,"Pārdod 3-istabu dzīvokli Ziepniekkalnā
-mierīgs un kluss rajons",Ozolciema 18,3,77,2/9,119.,"1,026 €","79,000  €"
2502,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/fjioe.html,"Дом расположен в прекрасном месте, налажена инфраструктура. Рядо",Ozolciema 8,1,32,6/12,M. ģim.,969 €,"31,000  €"
2503,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/aggig.html,"Visas ērtības, centrālā apkure. Pārdodu 2 studijas tipa istabas,",Zaļenieku 40,2,31,2/5,Hrušč.,410 €,"12,700  €"
2504,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/addcg.html,Izremontēts dzīvoklis ar kvalitatīvām mēbelēm un tehniku. Izlabo,Ozolciema 46/5,3,62,9/9,602.,"1,065 €","66,000  €"
2505,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/ffghm.html,"Tieši no attīstītāja, premium klases dzīvoklis jaunā daudzdzīvok",Komētas 30,2,66,1/4,Jaun.,"1,455 €","96,000  €"
2506,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/dxhef.html,"Квартира премиум класса от застройщиков, в новом многоквартирном",Komētas 32,2,67,1/4,Jaun.,"1,328 €","89,000  €"
2507,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/engee.html,Dignājas dārzi – jauns projekts Pārdaugavā. Nams atrodas tuvajā ,Dignājas 1A,2,47,2/4,Jaun.,"1,580 €","74,248  €"
2508,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/afnib.html,Dignājas dārzi – jauns projekts Pārdaugavā. Nams atrodas tuvajā ,Dignājas 1A,2,45,2/4,Jaun.,"1,606 €","72,260  €"
2509,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/ggjxf.html,"Pārdod dzīvokli ar kvalitatīvu remontu, dzīvoklis neatrodas ēkas",Valdeķu 59,3,77,7/10,119.,"1,208 €","93,000  €"
2510,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/cifcm.html,Atbrīvots dzīvoklis ar skaistu skatu uz Ēbelmuižas parku un Vecr,Valdeķu 50/1,3,64,8/9,602.,"1,122 €","71,800  €"
2511,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/aexlh.html,Квартира в очень удобном месте Зиепниеккалнса (новый адрес Dižoz,Valdeķu 54/4,1,32,7/9,602.,"1,000 €","32,000  €"
2512,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/aflnm.html,"Tiek pārdots gaišs 1 istabu dzīvoklis ar balkonu, izcilā vietā Z",Valdeķu 50 k-2,1,32,2/9,602.,"1,063 €","34,000  €"
2513,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/ahllg.html,Продаю квартиру без посредников. Солнечная сторона с отличным ви,Valdeķu 54,1,32,9/9,602.,"1,047 €","33,500  €"
2514,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/bbllm.html,"Теплая солнечная 1 комнатная квартира. 
Чистая квартира в хорош",Ozolciema 28,1,34,7/9,602.,"1,088 €","37,000  €"
2515,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/fxbgo.html,Tiek pārdots gaišs vienistabas dzīvoklis sērijveida nama 5.stāvā,Ozolciema 34,1,41,5/10,602.,878 €,"36,000  €"
2516,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/elebn.html,"Lieliska dzīvesvieta ar skatu uz egļu galotnēm. 

Dzīvojamā ēk",Ziepniekkalna 64,4,137,6/6,Jaun.,"1,482 €","203,000  €"
2517,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/becgc.html,"Pārdod 2 istabu dzīvokli Bišumuižā, Komētas ielā, lieliska infra",Komētas 12,2,65,1/4,Jaun.,"1,262 €","82,000  €"
2518,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/ghcdf.html,"Pārdod gaumīgu, mājīgu un mēbelētu 3-istabu dzīvokli Rīgā, Ziepn",Bikstu 6,3,104,4/6,Jaun.,"1,385 €","144,000  €"
2519,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/gokkp.html,"Tiek pārdots trīsistabu dzīvoklis jaunā, energoefektīvā projektā",Putnu 31,3,79,1/6,Jaun.,"1,506 €","119,000  €"
2520,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/bbncl.html,"Tiek pārdots plašs 3-istabu dzīvoklis Ziepniekkalnā. 

- Dzīvo",Ozolciema 18,3,74,3/9,119.,973 €,"72,000  €"
2521,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/dihli.html,"Īpašnieks piedāvā iegādāties kompaktu divistabu dzīvokli, koka ē",Vienības g. 75,2,29,1/2,P. kara,362 €,"10,500  €"
2522,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/aegde.html,"Mājīgs, akurāts, labi remontēts 3istabu dzīvoklis klusā vietā Zi",Ozolciema 16/2,3,77,1/10,119.,948 €,"72,990  €"
2523,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/denhn.html,Pārdodu vienistabu dzīvokli ar ļoti ērtu plānojumu Ziepniekkalnā,Valdeķu 50 k2,1,34,2/9,602.,"1,000 €","34,000  €"
2524,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/anlfl.html,"Три изолированные комнаты – квартирa 119 серии. 

Предлагаем д",Bruknas 8,3,77,8/10,119.,974 €,"75,000  €"
2525,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/djhdd.html,"Pieejams plašs dzīvoklis ar pilnu iekšējo apdari, iebūvētu virtu",Kaplavas 5,2,85,2/6,Jaun.,"1,071 €","91,000  €"
2526,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/ahhoh.html,"Īpašnieks pārdod gaišu, modernu divistabu dzīvokli tikko pēc kap",Bauskas 55,2,41,1/4,Hrušč.,"1,341 €","55,000  €"
2527,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/edgeb.html,"Dzīvoklis ir gaišs un tīrs. Tas atrodas labā stāvoklī, ir uzstād",Īslīces 3,3,78,2/9,119.,962 €,"75,000  €"
2528,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/ecgce.html,"Продаём 1-комнатную квартиру. 
Окна - пластиковые, новые радиат",Līvciema 49,1,35,1/9,602.,"1,000 €","35,000  €"
2529,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/chpin.html,Tiek pārdots skaists un pārdomāts dzīvoklis Jaunajā projektā. Dz,Ziepniekkalna 64,4,134,1/6,Jaun.,"1,037 €","139,000  €"
2530,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/hxckk.html,Plašs ģimenes dzīvoklis jaunajā 602 sērijas projektā gaida savus,Valdeķu 62,3,63,8/8,602.,997 €,"62,800  €"
2531,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/cnnee.html,"Хорошая трехкомнатная квартира, не угловая, ст. пакеты, нов. бат",Valdeķu 53,3,75,9/10,119.,960 €,"72,000  €"
2532,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/cpnnc.html,"Īpašnieks pārdod 1 istabas dzīvokli, M. Bauskas 30, pie upes. 
",Bauskas 30,1,26,2/3,P. kara,330 €,"8,580  €"
2533,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/cxkjd.html,Pārdodu mājīgu un mūsdienīgu divistabu dzīvokli ar visām ērtībām,Staburaga 3,2,48,3/3,Hrušč.,"1,354 €","65,000  €"
2534,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/ankkm.html,Продаю 2-х комнатную квартиру. В квартире имеется встроенная кух,Ozolciema 32/3,2,50,1/9,602.,980 €,"49,000  €"
2535,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/ahjfb.html,Plašs 5 istabu dzīvoklis 602. sērijas namā. Māja atrodas vietā a,Ozolciema 42,5,94,1/9,602.,803 €,"75,500  €"
2536,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/acbme.html,"Отличная чистая, теплая и уютная квартира. Все стены, углы и пол",Valdeķu 54,3,62,8/9,602.,"1,210 €","75,000  €"
2537,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/eefdg.html,"Tiek pārdots gaišs, silts 2 - istabu dzīvoklis ar kopējo platību",Valdeķu 62,2,52,9/9,602.,865 €,"45,000  €"
2538,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/eldpm.html,Gatavs dzīvošanai feins dzīvoklis ar nepieciešamajām mēbelēm un ,Līvciema 9,3,75,3/7,Specpr.,"1,040 €","78,000  €"
2539,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/affbk.html,"Dzīvoklis ar lodžiju, izolētu virtuvi un vannas istabu atsevišķi",Ozolciema 32,1,32,9/9,602.,"1,016 €","32,500  €"
2540,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/fjxmg.html,Bērni ir izauguši. Mums pietiks mazāks mājoklis. Gribētos lai st,Graudu 29,4,109,3/4,Jaun.,"1,700 €","185,300  €"
2541,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/apbde.html,"Pārdod 3 istabu dzīvokli Ziepniekkalnā, istabas izolētas, ir bal",Valdeķu 1,3,60,5/5,Hrušč.,950 €,"57,000  €"
2542,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/fmlcm.html,Уютная и тёплая квартира в новом районе Зиепниеккалнса. В кварти,Ozolciema 18,1,46,2/9,119.,978 €,"45,000  €"
2543,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/cgcdx.html,"Хозяин продаёт просторную, тёплую, чистую квартиру в хорошем дом",Ozolciema 48,1,45,3/9,M. ģim.,904 €,"40,700  €"
2544,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/fjxel.html,Īpašnieks pārdod plašu penthouse dzīvokli jaunajā projektā “Bišu,Komētas 18,4,140,4/4,Jaun.,"1,629 €","228,000  €"
2545,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/apxme.html,Īpašnieks pārdod dzīvokli kas nav stūra. Dzīvoklim nepieciešams ,Valdeķu 53,3,75,9/10,119.,933 €,"70,000  €"
2546,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/fdfcd.html,"Īpašnieks pārdod 1 istabas dzīvokli, Bauskas 135, pie upes. 
Ze",Bauskas 135,1,20,2/2,P. kara,369 €,"7,380  €"
2547,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/cpjkp.html,Квартира освобождена. Находится на ул. Dizozolu 9 (за почтой). Л,Valdeķu 54,2,50,1/9,602.,900 €,"45,000  €"
2548,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/hgbbb.html,"Īpašnieks pārdod siltu, mājīgu trīsistabu dzīvokli jaunbūvē. Nav",Vienības g. 192,3,84,3/5,Jaun.,"1,726 €","145,000  €"
2549,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/ampbi.html,"Pārdod plašu 3 - istabu dzīvokli 2. stāvā, Kaplavas ielā 5. Mode",Kaplavas 5,3,117,2/6,Jaun.,"1,274 €","149,000  €"
2550,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/cmjjo.html,"Квартира продаётся со всей мебелью техникой и посудой, Могу сдат",Vadakstes 20,1,35,5/5,Hrušč.,893 €,"31,250  €"
2551,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/edxni.html,"Attīstītājs pārdod dzīvokli jaunajā projektā ""Bišumuiža"". 

Pl",Komētas 32,2,65,1/4,Jaun.,"1,369 €","89,000  €"
2552,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/cxddf.html,Attīstītājs piedāvā iespēju iegādāties Premium klases dzīvokli p,Komētas 26,3,77,1/4,Jaun.,"1,416 €","109,000  €"
2553,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/ahhjl.html,Saimnieks pārdod plašu un saulainu 3 istabu dzīvokli jaunajā pro,Vienības g. 192,3,112,1/5,Jaun.,"1,286 €","144,000  €"
2554,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/dmlni.html,"Земля в собственности. Хорошее состояние, все три комнаты изолир",Līvciema 10,3,73,2/5,Specpr.,"1,096 €","80,000  €"
2555,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/afllj.html,"Владелец продает уютную 3-комнатную квартиру в Зиепниеккалнсе, в",Līvciema 9/1,3,76,5/7,Specpr.,946 €,"71,915  €"
2556,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/dnkjb.html,"Продается 4-х комнатная квартира с мебелью и техникой. 

- Удо",Ozolciema 32/2,4,76,2/9,602.,987 €,"75,000  €"
2557,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/agfci.html,Квартира в нормальном состоянии чистая комнаты изолированные с м,Līvciema 10,3,73,3/5,Specpr.,"1,082 €","79,000  €"
2558,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/ccidf.html,"Tiek pārdots jauks, mājīgs 3 istabu dzīvoklis ar labu remontu, m",Īslīces 3,3,75,7/9,119.,"1,000 €","75,000  €"
2559,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/dckog.html,"Īpašniece pārdod saulaino, omulīgu, ļoti siltu dzīvokli ar labu ",Īslīces 14,1,36,10/12,Specpr.,"1,014 €","36,500  €"
2560,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/cfijl.html,Продаётся квартира в новом проекте возле Южного моста. Сделан ка,Ziepniekkalna 64,2,63,5/5,Jaun.,"1,365 €","86,000  €"
2561,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/dpllc.html,Продается квартира в тихом Зепниеккалнсе. Хорошая инфраструктура,Mālu 7,2,54,4/6,Specpr.,"1,204 €","65,000  €"
2562,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/enlpm.html,"Tiek pardots gaiss dzivoklis, ar iebuveto virtuvi, skapi, mebele",Ozolciema 52,1,40,1/9,M. ģim.,925 €,"37,000  €"
2563,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/dfjec.html,"Īpašnieks pārdod vienistabas dzīvokli klusā vietā Ziepniekalnā, ",Valdeķu 18,1,42,3/5,M. ģim.,786 €,"33,000  €"
2564,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/ahdhe.html,"Эксклюзивное предложение. 
 Срочно на продажу шикарные апартаме",Ozolciema 52,1,41,2/9,M. ģim.,"1,585 €","65,000  €"
2565,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/fckjh.html,"Pārdod daļēji remontētu, ļoti mājīgu 2 istabu dzīvokli. Dzīvokļa",Bērzupes 24a,3,59,1/5,LT proj.,881 €,"51,970  €"
2566,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/ahedg.html,"Īpašnieks pārdod kvalitatīvi remontētu dzīvokli, sienas un gries",Valdeķu 54,3,63,9/4,602.,"1,254 €","79,000  €"
2567,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/cdlho.html,"Tiek pārdots gaišs, silts 2 - istabu dzīvoklis ar kopējo platību",Līvciema 43,2,41,2/5,Hrušč.,976 €,"40,000  €"
2568,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/afmgi.html,Projekta Bišumuiža Attīstītājs pārdod jaunu 3 istabu dzīvokli ar,Komētas 34,3,77,1/4,Jaun.,"1,545 €","119,000  €"
2569,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/ddbgo.html,"Skaistā vietā ir iespēja iegādāties dzīvokli

+ Kārtīgi un ats",Pīpeņu 10,2,59,2/5,Specpr.,805 €,"47,488  €"
2570,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/aeeoc.html,"Продается 3-комнатная квартира в Зиепниеккалнсе, в нормальном со",Līvciema 9,3,75,7/7,Specpr.,867 €,"65,000  €"
2571,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/gxmlb.html,Pārdodam dzīvokli. Ļoti mazi komunālie maksājumi (vasarā ap 35 e,Ozolciema 24/k1,1,46,5/10,119.,967 €,"44,500  €"
2572,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/aedjh.html,Предложение от застройщиков - по новой привлекательной цене. В н,Komētas 26,3,77,1/4,Jaun.,"1,416 €","109,000  €"
2573,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/bidjd.html,Īpašnieki pārdod 1 istabas mazģimeņu projekta dzīvokli Ziepniekk,Ozolciema 48,1,44,7/9,M. ģim.,783 €,"34,450  €"
2574,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/cnhxm.html,"Īpašnieks pārdod 2-istabu dzīvokli. Dzīvoklis nav stūra, gaišs u",Ozolciema 32,2,50,2/9,602.,"1,160 €","58,000  €"
2575,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/djjbi.html,"Lielisks dzīvoklis, labā 98. gada mājā, Ziepniekkalnā. 

+ Ļot",Ozolciema 22,3,79,8/10,119.,937 €,"74,000  €"
2576,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/bcodo.html,"Tiek pārdots interesants, kvalitatīvs 6 - istabu dzīvoklis ar pā",Valdeķu 65,6,142,2/10,119.,810 €,"115,000  €"
2577,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/bdfih.html,Pārdod 3-istabu dzīvokli 119.sērijas projekta ēkas 1.stāvā ar at,Bruknas 14,3,77,1/10,119.,944 €,"72,700  €"
2578,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/dmcmc.html,"Rus/lat

Rus

Инвестиционный объект, легко сдаётся в аренду.",Ozolciema 40A,2,49,6/11,Specpr.,"1,286 €","63,000  €"
2579,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/adxnm.html,Tiek piedāvāts plašs un stilīgs dzīvoklis jaunceltnē ar jaunu re,Kaplavas 5,3,99,4/6,Jaun.,"1,293 €","128,000  €"
2580,https://www.ss.com/msg/lv/real-estate/flats/riga/ziepniekkalns/deedf.html,В самом центре Зипниеккалнса в добротном доме продается просторн,Valdeķu 60,4,79,6/9,602.,911 €,"72,000  €"
